date,open,high,low,close,adj-close,volume
1972-07-26,7.037278,7.057046,7.017511,7.047162,1.066981,183381
1972-07-27,7.047162,7.076813,7.017511,7.017511,1.062492,97381
1972-07-28,7.027394,7.076813,7.027394,7.027394,1.063989,77146
1972-07-31,7.037278,7.086697,7.037278,7.086697,1.072967,131528
1972-08-01,7.086697,7.195419,7.066930,7.175652,1.086436,390790
1972-08-02,7.175652,7.314025,7.175652,7.264606,1.099903,190969
1972-08-03,7.274490,7.383212,7.274490,7.353560,1.113371,153028
1972-08-04,7.343677,7.343677,7.314025,7.323909,1.108883,98646
1972-08-07,7.323909,7.323909,7.284374,7.284374,1.102897,147969
1972-08-08,7.284374,7.323909,7.254722,7.304141,1.105890,134058
1972-08-09,7.304141,7.323909,7.244838,7.254722,1.098407,70823
1972-08-10,7.254722,7.304141,7.254722,7.304141,1.105890,508407
1972-08-11,7.323909,7.580888,7.323909,7.551237,1.143302,442643
1972-08-14,7.630307,7.699494,7.630307,7.630307,1.155273,227645
1972-08-15,7.630307,7.669843,7.590772,7.640191,1.156770,207410
1972-08-16,7.640191,7.650075,7.571004,7.590772,1.149288,118881
1972-08-17,7.590772,7.669843,7.590772,7.620423,1.153776,110028
1972-08-18,7.620423,7.689610,7.620423,7.630307,1.155273,112558
1972-08-21,7.630307,7.659959,7.610540,7.659959,1.159762,96117
1972-08-22,7.659959,7.689610,7.650075,7.679726,1.162755,115087
1972-08-23,7.630307,7.630307,7.590772,7.610540,1.152280,128999
1972-08-24,7.610540,7.650075,7.580888,7.590772,1.149288,106234
1972-08-25,7.590772,7.650075,7.580888,7.630307,1.155273,178322
1972-08-28,7.630307,7.630307,7.590772,7.590772,1.149288,156822
1972-08-29,7.590772,7.669843,7.590772,7.630307,1.155273,139116
1972-08-30,7.669843,7.729145,7.669843,7.719262,1.168741,121411
1972-08-31,7.719262,7.768681,7.719262,7.729145,1.170238,122675
1972-09-01,7.768681,7.808216,7.768681,7.788448,1.179216,70823
1972-09-05,7.788448,7.788448,7.729145,7.729145,1.170238,101175
1972-09-06,7.719262,7.719262,7.669843,7.679726,1.162755,164410
1972-09-07,7.679726,7.719262,7.679726,7.689610,1.164252,116352
1972-09-08,7.689610,7.709378,7.679726,7.689610,1.164252,41735
1972-09-11,7.689610,7.719262,7.630307,7.630307,1.155273,183381
1972-09-12,7.620423,7.620423,7.600656,7.600656,1.150784,40470
1972-09-13,7.610540,7.640191,7.610540,7.640191,1.156770,44264
1972-09-14,7.640191,7.669843,7.630307,7.659959,1.159762,43000
1972-09-15,7.640191,7.640191,7.511701,7.531469,1.140308,412290
1972-09-18,7.491934,7.491934,7.452399,7.452399,1.128337,98646
1972-09-19,7.442515,7.442515,7.373328,7.373328,1.116366,96117
1972-09-20,7.363444,7.363444,7.314025,7.353560,1.113371,125205
1972-09-21,7.353560,7.353560,7.314025,7.333793,1.110380,70823
1972-09-22,7.343677,7.383212,7.343677,7.353560,1.113371,368026
1972-09-25,7.353560,7.353560,7.314025,7.314025,1.112771,125205
1972-09-26,7.314025,7.333793,7.234955,7.254722,1.103748,154293
1972-09-27,7.254722,7.314025,7.254722,7.314025,1.112771,146704
1972-09-28,7.343677,7.472166,7.343677,7.472166,1.136830,214998
1972-09-29,7.511701,7.580888,7.511701,7.580888,1.153372,713287
1972-10-02,7.571004,7.571004,7.531469,7.541353,1.147357,88529
1972-10-03,7.541353,7.580888,7.541353,7.541353,1.147357,69558
1972-10-04,7.541353,7.541353,7.462282,7.472166,1.136830,97381
1972-10-05,7.462282,7.462282,7.353560,7.353560,1.118785,74617
1972-10-06,7.353560,7.432631,7.274490,7.383212,1.123297,151763
1972-10-09,7.383212,7.393096,7.343677,7.393096,1.124800,50588
1972-10-10,7.402979,7.462282,7.402979,7.402979,1.126304,55647
1972-10-11,7.402979,7.422747,7.373328,7.373328,1.121794,110028
1972-10-12,7.373328,7.373328,7.323909,7.353560,1.118785,61970
1972-10-13,7.333793,7.333793,7.284374,7.294257,1.109763,92323
1972-10-16,7.274490,7.274490,7.205303,7.215187,1.097733,60705
1972-10-17,7.215187,7.254722,7.215187,7.225071,1.099237,192233
1972-10-18,7.254722,7.383212,7.254722,7.383212,1.123297,245351
1972-10-19,7.393096,7.462282,7.393096,7.432631,1.130816,297203
1972-10-20,7.432631,7.511701,7.402979,7.472166,1.136830,244086
1972-10-23,7.531469,7.571004,7.531469,7.531469,1.145853,145440
1972-10-24,7.531469,7.571004,7.511701,7.531469,1.145853,93587
1972-10-25,7.551237,7.590772,7.551237,7.571004,1.151868,360438
1972-10-26,7.571004,7.571004,7.491934,7.531469,1.145853,383202
1972-10-27,7.531469,7.551237,7.491934,7.551237,1.148862,149234
1972-10-30,7.551237,7.571004,7.511701,7.561121,1.150365,183381
1972-10-31,7.561121,7.590772,7.511701,7.590772,1.154875,237762
1972-11-01,7.610540,7.669843,7.610540,7.650075,1.163898,94852
1972-11-02,7.669843,7.739029,7.669843,7.739029,1.177432,115087
1972-11-03,7.748913,7.907054,7.748913,7.867519,1.196980,304791
1972-11-06,7.877403,7.936706,7.877403,7.877403,1.198484,275703
1972-11-08,7.877403,7.926822,7.867519,7.877403,1.198484,337673
1972-11-09,7.877403,7.916938,7.837867,7.916938,1.204499,182116
1972-11-10,7.916938,7.966357,7.897170,7.926822,1.206003,202351
1972-11-13,7.926822,7.946589,7.887287,7.946589,1.209010,169469
1972-11-14,7.936706,7.936706,7.887287,7.887287,1.199988,126469
1972-11-15,7.907054,7.986125,7.907054,7.966357,1.212018,247880
1972-11-16,7.966357,8.302407,7.956473,8.302407,1.263145,534965
1972-11-17,8.312291,8.440780,8.312291,8.341942,1.269161,1148342
1972-11-20,8.341942,8.341942,8.223336,8.262872,1.257130,187175
1972-11-21,8.262872,8.322175,8.223336,8.322175,1.266152,343997
1972-11-22,8.302407,8.302407,8.183801,8.233220,1.252619,127734
1972-11-24,8.243104,8.282639,8.243104,8.262872,1.257130,79676
1972-11-27,8.262872,8.292523,8.262872,8.282639,1.260138,240292
1972-11-28,8.282639,8.312291,8.243104,8.252988,1.255626,314909
1972-11-29,8.252988,8.252988,8.183801,8.183801,1.245101,151763
1972-11-30,8.144266,8.144266,7.966357,8.005892,1.218033,194763
1972-12-01,8.005892,8.065195,7.996009,8.045428,1.224048,139116
1972-12-04,8.045428,8.055311,7.996009,8.045428,1.224048,117616
1972-12-05,8.045428,8.055311,8.005892,8.025660,1.221040,252939
1972-12-06,8.025660,8.045428,8.005892,8.025660,1.221040,251674
1972-12-07,8.025660,8.055311,7.996009,8.025660,1.221040,193498
1972-12-08,8.025660,8.055311,8.025660,8.045428,1.224048,41735
1972-12-11,8.045428,8.104731,8.015776,8.104731,1.233070,73352
1972-12-12,8.164033,8.252988,8.164033,8.223336,1.251116,208674
1972-12-13,8.173917,8.173917,8.124498,8.124498,1.236077,117616
1972-12-14,8.144266,8.262872,8.144266,8.262872,1.257130,280762
1972-12-15,8.262872,8.272755,8.223336,8.243104,1.254122,331350
1972-12-18,8.164033,8.164033,8.065195,8.104731,1.233070,149234
1972-12-19,8.035544,8.035544,7.926822,7.966357,1.212018,284556
1972-12-20,8.005892,8.065195,8.005892,8.025660,1.221040,304791
1972-12-21,8.025660,8.065195,8.005892,8.005892,1.218033,292144
1972-12-22,7.986125,7.986125,7.946589,7.986125,1.220450,278233
1972-12-26,7.986125,7.986125,7.926822,7.946589,1.214407,118881
1972-12-27,7.946589,7.966357,7.867519,7.966357,1.217429,321232
1972-12-29,7.986125,8.796598,7.986125,8.025660,1.226491,323762
1973-01-02,8.025660,8.075079,7.996009,8.075079,1.234043,247880
1973-01-03,8.164033,8.381477,8.164033,8.381477,1.280868,350320
1973-01-04,8.381477,8.381477,8.302407,8.322175,1.271805,259262
1973-01-05,8.312291,8.312291,8.223336,8.243104,1.259721,188439
1973-01-08,8.252988,8.351826,8.252988,8.302407,1.268783,190969
1973-01-09,8.302407,8.332058,8.282639,8.282639,1.265764,120146
1973-01-10,8.262872,8.262872,8.183801,8.183801,1.250659,154293
1973-01-11,8.164033,8.164033,8.045428,8.114614,1.240085,208674
1973-01-12,8.114614,8.134382,8.075079,8.104731,1.238575,255468
1973-01-15,8.104731,8.144266,8.025660,8.035544,1.228002,287085
1973-01-16,8.035544,8.075079,8.005892,8.045428,1.229512,116352
1973-01-17,8.065195,8.252988,8.065195,8.252988,1.261231,144175
1973-01-18,8.252988,8.292523,8.203569,8.213453,1.255191,515995
1973-01-19,8.213453,8.223336,8.183801,8.183801,1.250659,158087
1973-01-22,8.173917,8.173917,8.065195,8.065195,1.232533,278233
1973-01-23,8.015776,8.015776,7.986125,7.986125,1.220450,465407
1973-01-24,7.986125,8.084963,7.827984,7.837867,1.197792,332614
1973-01-26,7.837867,7.877403,7.778565,7.818100,1.194772,299732
1973-01-29,7.818100,7.818100,7.748913,7.788448,1.190241,149234
1973-01-30,7.788448,7.857635,7.748913,7.788448,1.190241,437584
1973-01-31,7.788448,7.798332,7.699494,7.699494,1.176646,203616
1973-02-01,7.699494,7.719262,7.679726,7.689610,1.175137,263056
1973-02-02,7.689610,7.778565,7.689610,7.778565,1.188730,147969
1973-02-05,7.778565,7.798332,7.758797,7.778565,1.188730,214998
1973-02-06,7.788448,7.827984,7.788448,7.827984,1.196282,127734
1973-02-07,7.837867,7.936706,7.837867,7.837867,1.197792,241556
1973-02-08,7.837867,7.867519,7.827984,7.847751,1.199303,111293
1973-02-09,7.867519,8.173917,7.867519,8.104731,1.238575,454025
1973-02-12,8.223336,8.302407,8.223336,8.282639,1.265764,226380
1973-02-13,8.341942,8.618689,8.341942,8.440780,1.289931,680405
1973-02-14,8.421013,8.421013,8.262872,8.351826,1.276337,278233
1973-02-15,8.351826,8.381477,8.223336,8.233220,1.258211,217527
1973-02-16,8.223336,8.223336,8.094847,8.203569,1.253679,231439
1973-02-20,8.203569,8.282639,8.203569,8.233220,1.258211,122675
1973-02-21,8.262872,8.302407,8.262872,8.262872,1.262742,85999
1973-02-22,8.262872,8.322175,8.262872,8.322175,1.271805,87264
1973-02-23,8.322175,8.341942,8.292523,8.302407,1.268783,131528
1973-02-26,8.302407,8.302407,8.183801,8.223336,1.256701,161881
1973-02-27,8.223336,8.262872,8.025660,8.025660,1.226491,190969
1973-02-28,8.025660,8.045428,7.986125,8.045428,1.229512,412290
1973-03-01,8.045428,8.104731,8.005892,8.005892,1.223470,464143
1973-03-02,8.005892,8.104731,7.916938,8.104731,1.238575,233968
1973-03-05,8.104731,8.144266,8.055311,8.124498,1.241596,221321
1973-03-06,8.144266,8.272755,8.144266,8.233220,1.258211,293409
1973-03-07,8.272755,8.430896,8.272755,8.272755,1.264252,376879
1973-03-08,8.272755,8.322175,8.262872,8.302407,1.268783,524848
1973-03-09,8.302407,8.302407,8.233220,8.233220,1.258211,168204
1973-03-12,8.233220,8.272755,8.193685,8.193685,1.252169,298468
1973-03-13,8.193685,8.213453,8.183801,8.193685,1.252169,479319
1973-03-14,8.193685,8.223336,8.183801,8.223336,1.256701,314909
1973-03-15,8.223336,8.243104,8.203569,8.203569,1.253679,309850
1973-03-16,8.203569,8.213453,8.154150,8.173917,1.249148,223851
1973-03-19,8.173917,8.183801,7.976241,7.976241,1.218938,184645
1973-03-20,7.976241,8.015776,7.916938,8.015776,1.224980,294674
1973-03-21,8.144266,8.164033,8.144266,8.144266,1.244617,102440
1973-03-22,8.104731,8.104731,7.907054,7.976241,1.218938,471731
1973-03-23,7.976241,8.045428,7.907054,7.956473,1.215918,464143
1973-03-26,7.956473,8.045428,7.897170,7.986125,1.225933,347791
1973-03-27,8.025660,8.104731,8.025660,8.104731,1.244139,108764
1973-03-28,8.124498,8.183801,8.124498,8.144266,1.250208,150499
1973-03-29,8.144266,8.272755,8.144266,8.272755,1.269932,84734
1973-03-30,8.272755,8.302407,8.233220,8.282639,1.271450,413555
1973-04-02,8.223336,8.223336,8.134382,8.154150,1.251725,121411
1973-04-03,8.075079,8.075079,7.956473,8.015776,1.230483,178322
1973-04-04,8.015776,8.025660,7.926822,7.936706,1.218346,111293
1973-04-05,7.936706,7.936706,7.837867,7.897170,1.212277,175792
1973-04-06,7.897170,7.966357,7.867519,7.966357,1.222898,241556
1973-04-09,7.996009,8.154150,7.996009,8.144266,1.250208,156822
1973-04-10,8.144266,8.322175,8.104731,8.312291,1.276001,247880
1973-04-11,8.302407,8.302407,8.243104,8.302407,1.274483,204880
1973-04-12,8.302407,8.312291,8.243104,8.302407,1.274483,484378
1973-04-13,8.302407,8.302407,8.262872,8.272755,1.269932,121411
1973-04-16,8.272755,8.302407,8.252988,8.252988,1.266897,79676
1973-04-17,8.252988,8.322175,8.252988,8.272755,1.269932,174528
1973-04-18,8.282639,8.341942,8.282639,8.341942,1.280553,180851
1973-04-19,8.351826,8.480316,8.351826,8.470432,1.300277,182116
1973-04-23,8.460548,8.460548,8.411129,8.460548,1.298760,146704
1973-04-24,8.460548,8.529735,8.312291,8.312291,1.276001,345261
1973-04-25,8.312291,8.322175,8.243104,8.262872,1.268415,134058
1973-04-26,8.223336,8.223336,8.045428,8.164033,1.253242,423672
1973-04-27,8.164033,8.173917,8.035544,8.035544,1.233518,179586
1973-04-30,8.035544,8.045428,7.916938,8.005892,1.228966,168204
1973-05-01,8.005892,8.124498,7.966357,8.124498,1.247173,156822
1973-05-02,8.183801,8.351826,8.183801,8.322175,1.277518,298468
1973-05-03,8.322175,8.460548,8.223336,8.401245,1.289656,472995
1973-05-04,8.391361,8.480316,8.381477,8.391361,1.288139,265586
1973-05-07,8.411129,8.618689,8.411129,8.618689,1.323036,346526
1973-05-08,8.618689,8.677992,8.559386,8.618689,1.323036,271909
1973-05-09,8.589038,8.589038,8.480316,8.509967,1.306347,198557
1973-05-10,8.381477,8.381477,8.164033,8.203569,1.259310,225748
1973-05-11,8.203569,8.203569,8.084963,8.183801,1.256277,139116
1973-05-14,8.025660,8.025660,7.907054,7.966357,1.222898,254203
1973-05-15,7.966357,7.966357,7.827984,7.907054,1.213794,314909
1973-05-16,7.907054,7.966357,7.827984,7.926822,1.216829,214998
1973-05-17,7.926822,8.025660,7.808216,7.827984,1.201656,148601
1973-05-18,7.827984,7.827984,7.551237,7.571004,1.162208,302262
1973-05-21,7.571004,7.571004,7.333793,7.571004,1.162208,257365
1973-05-22,7.808216,8.203569,7.808216,8.183801,1.256277,325659
1973-05-23,8.183801,8.322175,8.025660,8.104731,1.244139,281394
1973-05-24,8.104731,8.539618,8.045428,8.500083,1.304829,262424
1973-05-25,8.500083,8.559386,8.322175,8.480316,1.301794,387629
1973-05-29,8.480316,8.480316,8.144266,8.144266,1.250208,125205
1973-05-30,8.144266,8.341942,7.986125,8.025660,1.232000,120146
1973-05-31,8.025660,8.025660,7.689610,7.689610,1.180415,241556
1973-06-01,7.689610,7.907054,7.610540,7.907054,1.213794,211836
1973-06-04,7.748913,7.748913,7.610540,7.669843,1.177379,163145
1973-06-05,7.669843,8.084963,7.630307,8.084963,1.241105,141646
1973-06-06,8.084963,8.282639,7.966357,7.986125,1.225933,144175
1973-06-07,8.025660,8.282639,8.025660,8.282639,1.271450,165675
1973-06-08,8.282639,8.401245,8.282639,8.401245,1.289656,252939
1973-06-11,8.500083,8.579154,8.500083,8.579154,1.316967,354114
1973-06-12,8.579154,8.579154,8.500083,8.579154,1.316967,286453
1973-06-13,8.579154,8.677992,8.579154,8.677992,1.332139,387629
1973-06-14,8.677992,8.677992,8.322175,8.677992,1.332139,298468
1973-06-15,8.539618,8.539618,8.223336,8.282639,1.271450,337673
1973-06-18,8.203569,8.203569,7.926822,7.986125,1.225933,163778
1973-06-19,7.986125,8.104731,7.907054,7.986125,1.225933,192233
1973-06-20,7.986125,8.045428,7.966357,8.045428,1.235036,233968
1973-06-21,8.045428,8.045428,7.986125,8.025660,1.232000,173263
1973-06-22,8.183801,8.539618,8.183801,8.223336,1.262346,399011
1973-06-25,8.223336,8.223336,7.867519,8.144266,1.256248,285188
1973-06-26,8.144266,8.183801,7.966357,8.144266,1.256248,287718
1973-06-27,8.144266,8.183801,8.025660,8.124498,1.253198,148601
1973-06-28,8.144266,8.223336,8.144266,8.203569,1.265394,299732
1973-06-29,8.203569,8.223336,8.104731,8.164033,1.259296,393320
1973-07-02,8.144266,8.144266,8.025660,8.104731,1.250149,108131
1973-07-03,8.104731,8.104731,7.926822,8.025660,1.237952,207410
1973-07-05,7.926822,7.926822,7.847751,7.907054,1.219657,180219
1973-07-06,7.907054,7.907054,7.748913,7.867519,1.213560,339570
1973-07-09,7.827984,7.827984,7.669843,7.748913,1.195264,171998
1973-07-10,7.768681,7.926822,7.768681,7.926822,1.222707,133425
1973-07-11,8.025660,8.440780,8.025660,8.440780,1.301985,374982
1973-07-12,8.440780,8.480316,8.223336,8.322175,1.283690,672817
1973-07-13,8.322175,8.381477,8.124498,8.183801,1.262346,56279
1973-07-16,8.183801,8.341942,8.124498,8.341942,1.286739,152396
1973-07-17,8.440780,8.579154,8.440780,8.440780,1.301985,182748
1973-07-18,8.381477,8.381477,8.223336,8.322175,1.283690,175792
1973-07-19,8.322175,8.440780,8.223336,8.401245,1.295886,325026
1973-07-20,8.401245,8.559386,8.381477,8.500083,1.311132,199822
1973-07-23,8.500083,8.737295,8.440780,8.737295,1.347722,311747
1973-07-24,8.737295,8.737295,8.579154,8.638457,1.332476,208674
1973-07-25,8.638457,8.875668,8.638457,8.757062,1.350771,264321
1973-07-26,8.836133,9.211718,8.836133,9.211718,1.420901,297835
1973-07-27,9.211718,9.251253,9.093112,9.093112,1.402606,377511
1973-07-30,8.974506,8.974506,8.677992,8.855901,1.366016,259895
1973-07-31,8.855901,8.875668,8.677992,8.677992,1.338575,113190
1973-08-01,8.677992,8.934971,8.480316,8.618689,1.329427,310482
1973-08-02,8.618689,8.677992,8.480316,8.579154,1.323329,277600
1973-08-03,8.579154,8.638457,8.440780,8.638457,1.332476,169469
1973-08-06,8.638457,8.855901,8.618689,8.757062,1.350771,170101
1973-08-07,8.757062,8.875668,8.677992,8.737295,1.347722,127734
1973-08-08,8.737295,8.737295,8.480316,8.519851,1.314181,116352
1973-08-09,8.519851,8.796598,8.440780,8.677992,1.338575,273806
1973-08-10,8.677992,8.677992,8.480316,8.579154,1.323329,73352
1973-08-13,8.579154,8.677992,8.579154,8.638457,1.332476,128366
1973-08-14,8.638457,8.796598,8.618689,8.757062,1.350771,94852
1973-08-15,8.757062,8.757062,8.638457,8.697760,1.341624,169469
1973-08-16,8.737295,8.836133,8.737295,8.737295,1.347722,196660
1973-08-17,8.677992,8.677992,8.559386,8.579154,1.323329,108764
1973-08-20,8.579154,8.638457,8.480316,8.480316,1.308082,67029
1973-08-21,8.480316,8.559386,8.440780,8.539618,1.317230,317438
1973-08-22,8.480316,8.480316,8.381477,8.440780,1.301985,108764
1973-08-23,8.440780,8.539618,8.440780,8.480316,1.308082,165043
1973-08-24,8.480316,8.559386,8.282639,8.341942,1.286739,128366
1973-08-27,8.341942,8.341942,8.223336,8.322175,1.283690,92955
1973-08-28,8.381477,8.539618,8.381477,8.401245,1.295886,127734
1973-08-29,8.519851,8.618689,8.519851,8.579154,1.323329,393320
1973-08-30,8.579154,8.836133,8.579154,8.836133,1.362968,153660
1973-08-31,8.836133,8.836133,8.677992,8.737295,1.347722,49323
1973-09-04,8.875668,8.994274,8.875668,8.974506,1.384311,203616
1973-09-05,8.974506,8.994274,8.934971,8.994274,1.387360,166940
1973-09-06,9.033809,9.290789,9.033809,9.290789,1.433096,209307
1973-09-07,9.290789,9.330324,9.093112,9.152415,1.411754,185910
1973-09-10,9.152415,9.152415,8.855901,8.855901,1.366016,76514
1973-09-11,8.855901,8.974506,8.697760,8.974506,1.384311,287085
1973-09-12,8.934971,8.934971,8.796598,8.836133,1.362968,197292
1973-09-13,8.836133,8.836133,8.638457,8.796598,1.356870,286453
1973-09-14,8.796598,8.836133,8.677992,8.836133,1.362968,162513
1973-09-17,8.836133,9.053577,8.836133,8.994274,1.387360,280762
1973-09-18,8.994274,9.093112,8.934971,9.033809,1.393458,116984
1973-09-19,9.033809,9.211718,9.033809,9.152415,1.411754,233336
1973-09-20,9.152415,9.330324,8.994274,8.994274,1.387360,257997
1973-09-21,8.994274,9.053577,8.737295,9.053577,1.396508,201719
1973-09-24,9.033809,9.211718,9.033809,9.211718,1.427133,240292
1973-09-25,9.211718,9.231486,9.112880,9.211718,1.427133,183381
1973-09-26,9.211718,9.350092,9.211718,9.290789,1.439384,239659
1973-09-27,9.290789,9.448930,9.290789,9.409394,1.457759,156190
1973-09-28,9.409394,9.448930,9.330324,9.389627,1.454695,104337
1973-10-01,9.389627,9.448930,9.251253,9.448930,1.463883,109396
1973-10-02,9.448930,9.607071,9.448930,9.508233,1.473071,267483
1973-10-03,9.508233,9.864050,9.468697,9.864050,1.528196,307321
1973-10-04,9.864050,9.864050,9.705909,9.705909,1.503696,283291
1973-10-05,9.804747,10.516382,9.804747,10.516382,1.629260,317438
1973-10-08,10.516382,10.714058,10.298938,10.516382,1.629260,540656
1973-10-09,10.457079,10.457079,10.160565,10.417544,1.613948,202983
1973-10-10,10.338473,10.338473,10.002424,10.041959,1.555758,313012
1973-10-11,10.041959,10.180332,9.864050,9.982656,1.546572,394584
1973-10-12,10.101262,10.417544,10.101262,10.417544,1.613948,383202
1973-10-15,10.338473,10.338473,10.160565,10.239635,1.586384,157454
1973-10-16,10.180332,10.180332,10.041959,10.180332,1.577198,263056
1973-10-17,10.180332,10.298938,10.101262,10.219868,1.583322,180219
1973-10-18,10.219868,10.219868,10.101262,10.219868,1.583322,90426
1973-10-19,10.219868,10.279170,10.121029,10.160565,1.574133,225115
1973-10-22,10.160565,10.160565,10.002424,10.101262,1.564947,140381
1973-10-23,10.101262,10.121029,9.943121,10.101262,1.564947,235865
1973-10-24,10.160565,10.219868,10.160565,10.160565,1.574133,205513
1973-10-25,10.160565,10.753594,10.101262,10.753594,1.666010,313644
1973-10-26,10.753594,10.753594,10.536150,10.694291,1.656823,357276
1973-10-29,10.674523,10.674523,10.457079,10.457079,1.620072,212469
1973-10-30,10.239635,10.239635,9.804747,9.864050,1.528196,437584
1973-10-31,9.824515,9.824515,9.626838,9.626838,1.491446,195395
1973-11-01,9.626838,9.626838,9.468697,9.567536,1.482258,414819
1973-11-02,9.389627,9.389627,9.191950,9.330324,1.445509,646258
1973-11-05,9.112880,9.112880,8.915204,8.934971,1.384257,819521
1973-11-06,8.934971,9.271021,8.895436,9.033809,1.399570,733522
1973-11-07,9.033809,9.290789,8.994274,9.053577,1.402633,587450
1973-11-08,9.093112,9.409394,9.093112,9.211718,1.427133,373085
1973-11-09,9.211718,9.251253,8.796598,8.836133,1.368945,823948
1973-11-12,8.796598,8.796598,8.203569,8.737295,1.353633,578597
1973-11-13,8.737295,8.895436,8.638457,8.757062,1.356695,416717
1973-11-14,8.757062,8.796598,8.262872,8.401245,1.301569,434422
1973-11-15,8.401245,8.757062,8.223336,8.757062,1.356695,607685
1973-11-16,8.757062,9.330324,8.638457,9.033809,1.399570,600097
1973-11-19,8.934971,8.934971,8.638457,8.697760,1.347508,426834
1973-11-20,8.618689,8.618689,8.381477,8.381477,1.298508,1152768
1973-11-21,8.381477,8.638457,8.183801,8.341942,1.292382,904888
1973-11-23,8.282639,8.282639,7.867519,7.926822,1.228069,339570
1973-11-26,7.788448,7.788448,7.393096,7.610540,1.179069,392055
1973-11-27,7.610540,7.867519,7.571004,7.630307,1.182132,643729
1973-11-28,7.689610,8.025660,7.689610,8.025660,1.243382,314909
1973-11-29,8.025660,8.638457,7.966357,8.282639,1.283194,510304
1973-11-30,8.282639,8.381477,8.144266,8.262872,1.280132,344629
1973-12-03,8.223336,8.223336,8.045428,8.084963,1.252569,309850
1973-12-04,8.084963,8.322175,8.084963,8.282639,1.283194,197925
1973-12-05,8.223336,8.223336,8.104731,8.203569,1.270944,220689
1973-12-06,8.223336,8.618689,8.223336,8.618689,1.335258,276336
1973-12-07,8.618689,8.757062,8.579154,8.638457,1.338321,430628
1973-12-10,8.638457,8.677992,8.381477,8.579154,1.329132,174528
1973-12-11,8.579154,8.737295,8.579154,8.579154,1.329132,338938
1973-12-12,8.519851,8.519851,8.282639,8.322175,1.289320,496392
1973-12-13,8.322175,8.480316,8.183801,8.282639,1.283194,470466
1973-12-14,8.282639,8.401245,7.966357,8.322175,1.289320,288350
1973-12-17,8.322175,8.341942,8.164033,8.282639,1.283194,254203
1973-12-18,8.322175,8.757062,8.322175,8.737295,1.353633,127734
1973-12-19,8.737295,9.033809,8.697760,8.737295,1.353633,261159
1973-12-20,8.737295,8.855901,8.579154,8.697760,1.347508,247248
1973-12-21,8.697760,8.737295,8.579154,8.677992,1.344446,176425
1973-12-24,8.618689,8.618689,8.539618,8.618689,1.341368,128366
1973-12-26,8.737295,9.033809,8.737295,8.994274,1.399822,419878
1973-12-27,9.053577,9.211718,9.053577,9.211718,1.433665,425569
1973-12-28,9.152415,9.152415,9.033809,9.053577,1.409052,136587
1973-12-31,9.053577,9.112880,8.915204,9.093112,1.415205,115087
